Customer ID,Invoice,BasketPrice,InvoiceDate
12387,528152,143.94,2010-10-20 16:27:00.000000000
12388,507148,461.62,2010-05-06 12:54:00.000000000
12388,523115,658.83,2010-09-20 12:41:00.000000000
12389,498617,164.85,2010-02-22 10:15:00.000000000
12389,509378,398.18,2010-05-21 15:12:00.000000000
12389,530272,870.3,2010-11-02 11:52:00.000000000
12391,497932,686.79,2010-02-15 10:12:00.000000000
12391,498616,38.099999999999994,2010-02-22 10:13:00.000000000
12391,505236,1000.5,2010-04-21 10:58:00.000000000
12391,505237,151.20000000000002,2010-04-21 10:59:00.000000000
12391,520972,410.34,2010-09-01 12:38:00.000000000
12392,506115,234.75000000000003,2010-04-27 14:04:00.000000000
12393,525872,281.1,2010-10-07 13:49:00.000000000
12393,534450,513.05,2010-11-22 16:10:00.000000000
12395,504714,1125.44,2010-04-16 10:16:00.000000000
12395,517823,251.38,2010-08-02 12:37:00.000000000
12395,529690,325.72,2010-10-29 12:44:00.000000000
12395,537026,346.1,2010-12-03 16:35:00.000000000
12396,496703,931.43,2010-02-03 13:22:00.000000000
12399,500163,205.98,2010-03-05 08:44:59.999999744
12399,515020,333.47,2010-07-08 09:13:00.000000000
12399,533815,314.20000000000005,2010-11-19 08:52:59.999999744
12400,528335,205.25,2010-10-21 13:45:00.000000000
12402,497210,191.7,2010-02-07 12:41:00.000000000
12402,504860,300.9,2010-04-18 12:04:00.000000000
12402,514814,219.9,2010-07-06 12:15:00.000000000
12402,522597,150.4,2010-09-15 13:24:00.000000000
12402,532423,155.65,2010-11-12 09:50:00.000000000
12403,514808,591.6600000000001,2010-07-06 11:39:00.000000000
12404,495742,63.24,2010-01-26 16:25:00.000000000
12406,494143,881.2,2010-01-11 14:04:00.000000000
12406,505547,748.0,2010-04-22 18:41:00.000000000
12406,531010,1162.26,2010-11-05 11:42:00.000000000
12408,517512,194.1,2010-07-29 13:27:00.000000000
12408,522592,314.21,2010-09-15 13:16:00.000000000
12408,533972,928.76,2010-11-19 13:21:00.000000000
12409,509437,6489.4,2010-05-23 15:21:00.000000000
12409,511479,211.2,2010-06-08 13:40:00.000000000
12409,514490,101.88,2010-07-02 15:10:00.000000000
12409,527145,5231.0599999999995,2010-10-15 10:24:00.000000000
12410,516935,320.38,2010-07-25 13:26:00.000000000
12411,528959,346.9,2010-10-26 09:25:00.000000000
12412,512902,664.98,2010-06-18 13:21:59.999999744
12412,518508,495.91,2010-08-09 14:26:00.000000000
12412,530383,193.26,2010-11-02 17:02:00.000000000
12413,530310,241.35,2010-11-02 13:26:00.000000000
12414,521157,130.0,2010-09-02 13:47:00.000000000
12415,513987,2326.7400000000002,2010-06-30 08:30:00.000000000
12415,516120,336.24,2010-07-16 14:47:00.000000000
12415,517631,55.0,2010-07-30 12:38:00.000000000
12415,527350,250.98,2010-10-15 16:04:00.000000000
12415,528168,10.0,2010-10-21 09:49:00.000000000
12415,530669,10.0,2010-11-04 10:57:00.000000000
12415,536009,16554.88,2010-11-29 15:07:00.000000000
12416,498550,202.56,2010-02-21 10:19:00.000000000
12417,490397,309.1,2009-12-06 10:30:00.000000000
12417,491169,8.5,2009-12-10 11:25:00.000000000
12417,493899,394.59999999999997,2010-01-08 10:43:00.000000000
12417,500237,489.54,2010-03-05 11:56:00.000000000
12417,503438,245.76,2010-04-01 10:05:00.000000000
12417,512723,336.3,2010-06-17 13:06:00.000000000
12417,516566,184.55,2010-07-21 12:31:00.000000000
12417,523163,284.8,2010-09-20 15:31:00.000000000
12417,524862,202.06,2010-10-01 08:39:00.000000000
12417,527288,340.0,2010-10-15 13:56:59.999999744
12417,528920,334.2,2010-10-25 14:27:00.000000000
12418,501813,338.99,2010-03-19 14:47:00.000000000
12418,508053,535.37,2010-05-12 13:11:00.000000000
12418,528435,473.31,2010-10-22 10:29:00.000000000
12419,528438,322.91,2010-10-22 10:40:00.000000000
12419,533826,180.1,2010-11-19 10:04:00.000000000
12421,516735,72.8,2010-07-22 13:57:00.000000000
12421,528117,213.76,2010-10-20 14:28:00.000000000
12422,492744,75.0,2009-12-18 12:44:00.000000000
12422,497879,662.25,2010-02-14 11:15:00.000000256
12422,503860,396.2,2010-04-08 10:40:00.000000000
12422,507060,662.25,2010-05-06 10:08:00.000000000
12422,507061,396.2,2010-05-06 10:09:00.000000000
12422,509188,404.44,2010-05-20 17:04:00.000000000
12422,514371,245.73,2010-07-02 09:27:00.000000000
12422,514484,18.0,2010-07-02 14:39:00.000000000
12422,514486,40.0,2010-07-02 14:41:00.000000000
12422,522611,358.67,2010-09-15 14:29:00.000000000
12422,526213,230.0,2010-10-10 14:14:00.000000000
12422,529629,471.55,2010-10-29 12:15:00.000000000
12422,532026,369.95,2010-11-10 13:19:00.000000256
12423,520737,298.8,2010-08-31 09:31:00.000000000
12423,533444,464.28000000000003,2010-11-17 11:33:00.000000000
12424,511680,446.54,2010-06-09 15:15:00.000000256
12424,526756,1132.53,2010-10-13 10:29:00.000000000
12425,522917,903.61,2010-09-17 14:10:00.000000000
12426,497926,728.68,2010-02-15 08:41:00.000000000
12427,536861,303.5,2010-12-03 10:44:00.000000000
12429,511962,894.0,2010-06-11 13:28:00.000000000
12429,511963,513.36,2010-06-11 13:29:00.000000000
12429,523887,1016.05,2010-09-24 14:12:00.000000000
12429,523888,30.599999999999998,2010-09-24 14:15:00.000000000
12429,538003,1281.5,2010-12-09 12:05:00.000000000
12431,494511,1075.27,2010-01-15 09:04:00.000000000
12431,494513,45.0,2010-01-15 09:37:00.000000000
12431,500008,394.59,2010-03-04 09:51:00.000000000
12431,509212,392.97999999999996,2010-05-21 10:12:00.000000000
12431,509572,59.92,2010-05-24 13:34:00.000000000
12431,513310,414.5,2010-06-23 15:00:00.000000000
12431,514810,269.38,2010-07-06 11:56:00.000000000
12431,516307,549.38,2010-07-19 13:55:00.000000256
12431,516308,90.0,2010-07-19 14:06:00.000000000
12431,519419,176.0,2010-08-17 10:29:00.000000000
12431,521203,127.0,2010-09-02 18:04:00.000000000
12431,529057,350.75,2010-10-26 12:00:00.000000000
12431,536389,358.25,2010-12-01 10:03:00.000000000
12433,519735,152.4,2010-08-20 09:23:00.000000000
12433,522651,973.69,2010-09-16 10:51:00.000000000
12433,530966,2292.18,2010-11-05 08:27:00.000000000
12433,536532,1919.1399999999999,2010-12-01 13:24:00.000000000
12433,537868,1867.98,2010-12-08 16:49:00.000000000
12434,534659,297.29,2010-11-23 13:38:00.000000000
12435,489831,1008.0,2009-12-02 13:58:00.000000000
12435,501119,728.88,2010-03-12 14:50:00.000000000
12435,519722,1838.32,2010-08-19 16:53:00.000000000
12435,531395,2520.84,2010-11-08 10:07:00.000000000
12437,489883,518.83,2009-12-02 16:24:00.000000000
12437,494897,537.78,2010-01-19 14:16:00.000000000
12437,494899,72.0,2010-01-19 14:37:00.000000000
12437,497360,1885.61,2010-02-09 09:17:00.000000000
12437,500176,301.65999999999997,2010-03-05 10:35:00.000000000
12437,502467,391.59,2010-03-24 15:24:00.000000000
12437,504477,347.42,2010-04-14 10:08:00.000000000
12437,504709,114.48,2010-04-16 09:27:00.000000000
12437,510651,150.8,2010-06-02 13:34:00.000000000
12437,513334,610.26,2010-06-24 09:29:00.000000000
12437,518007,220.75,2010-08-04 09:14:00.000000000
12437,521373,170.3,2010-09-05 11:47:00.000000000
12437,521569,268.31,2010-09-07 11:40:00.000000000
12437,522712,75.0,2010-09-16 11:43:00.000000000
12437,523022,152.93,2010-09-20 11:42:00.000000000
12437,525298,253.55,2010-10-05 09:32:00.000000000
12437,526864,340.5,2010-10-13 13:09:00.000000000
12437,527255,422.31,2010-10-15 12:35:00.000000000
12437,531357,296.52,2010-11-07 14:04:00.000000000
12437,531778,180.6,2010-11-09 14:45:00.000000000
12437,531779,246.44,2010-11-09 14:46:00.000000000
12439,491726,1027.96,2009-12-14 08:40:00.000000000
12439,495687,76.52000000000001,2010-01-26 12:11:00.000000000
12440,493183,568.51,2009-12-22 12:03:00.000000000
12440,521341,199.64,2010-09-03 13:11:00.000000000
12441,537693,173.55,2010-12-08 10:45:00.000000000
12443,490718,485.31,2009-12-07 15:42:00.000000000
12445,527250,293.08000000000004,2010-10-15 12:28:00.000000000
12449,524010,678.6,2010-09-27 09:37:00.000000000
12449,528884,90.0,2010-10-25 12:21:00.000000000
12450,519899,133.57,2010-08-22 13:11:00.000000000
12450,522336,99.2,2010-09-14 10:20:00.000000000
12450,531221,236.3,2010-11-05 16:27:00.000000000
12451,513762,2129.92,2010-06-28 12:58:00.000000000
12451,521172,1389.31,2010-09-02 15:35:00.000000000
12451,521174,93.78,2010-09-02 15:38:00.000000000
12454,527760,220.0,2010-10-18 17:12:00.000000000
12454,531561,4098.96,2010-11-09 10:09:00.000000000
12455,492742,1636.43,2009-12-18 12:33:00.000000000
12455,502111,777.91,2010-03-23 10:30:00.000000000
12455,507880,515.61,2010-05-11 15:03:00.000000000
12455,523146,483.14,2010-09-20 14:39:00.000000000
12457,524841,555.38,2010-09-30 17:59:00.000000000
12458,518428,380.61,2010-08-09 10:33:00.000000000
12458,526002,449.48,2010-10-08 11:36:00.000000000
12459,504449,454.36,2010-04-13 14:53:00.000000000
12460,521914,326.65,2010-09-09 13:51:00.000000000
12466,495745,56.73,2010-01-26 16:26:00.000000000
12468,495581,441.23,2010-01-26 10:09:00.000000000
12468,503985,1869.11,2010-04-09 10:08:00.000000000
12468,514226,601.71,2010-07-01 10:28:00.000000000
12469,512955,1956.84,2010-06-21 10:30:00.000000000
12469,514643,1113.7,2010-07-05 12:40:00.000000000
12470,494860,211.95,2010-01-19 11:01:00.000000000
12471,490563,790.52,2009-12-07 10:41:00.000000000
12471,490564,356.45,2009-12-07 10:42:00.000000000
12471,491780,613.5699999999999,2009-12-14 12:47:00.000000000
12471,491784,626.9,2009-12-14 12:48:00.000000000
12471,492711,6.75,2009-12-18 10:09:00.000000000
12471,492713,6.75,2009-12-18 10:11:00.000000000
12471,492950,783.4300000000001,2009-12-21 14:52:00.000000000
12471,494009,333.48,2010-01-11 08:51:00.000000000
12471,494010,106.35,2010-01-11 08:53:00.000000000
12471,495605,443.67,2010-01-26 10:32:00.000000000
12471,495609,54.0,2010-01-26 10:36:00.000000000
12471,495794,41.09,2010-01-26 17:22:00.000000000
12471,497371,357.8,2010-02-09 10:24:00.000000000
12471,499482,510.3,2010-02-28 13:25:00.000000000
12471,500882,109.6,2010-03-10 14:50:00.000000000
12471,500883,274.9,2010-03-10 14:52:00.000000000
12471,502491,828.8,2010-03-25 10:20:00.000000000
12471,502614,69.6,2010-03-25 14:23:00.000000000
12471,502672,19.8,2010-03-26 09:41:00.000000000
12471,504532,667.33,2010-04-14 11:50:00.000000000
12471,504533,101.75999999999999,2010-04-14 11:51:00.000000000
12471,505883,909.9,2010-04-26 13:53:00.000000000
12471,508523,629.13,2010-05-17 10:15:00.000000000
12471,511117,213.5,2010-06-07 10:41:00.000000000
12471,511118,386.65,2010-06-07 10:42:00.000000000
12471,511121,125.4,2010-06-07 10:52:00.000000000
12471,513876,744.15,2010-06-29 11:55:00.000000000
12471,513879,17.700000000000003,2010-06-29 11:56:00.000000000
12471,518231,534.8,2010-08-05 15:28:00.000000000
12471,519914,405.4,2010-08-22 13:59:00.000000000
12471,519915,66.4,2010-08-22 14:00:00.000000000
12471,520529,25.0,2010-08-26 14:53:00.000000000
12471,521040,103.0,2010-09-02 09:27:00.000000000
12471,521765,600.2,2010-09-08 11:54:00.000000000
12471,521766,20.28,2010-09-08 11:54:00.000000000
12471,524109,722.5,2010-09-27 13:17:00.000000000
12471,524110,129.45,2010-09-27 13:19:00.000000000
12471,524111,532.48,2010-09-27 13:22:00.000000000
12471,525169,370.78,2010-10-04 12:17:00.000000000
12471,525170,516.35,2010-10-04 12:18:00.000000000
12471,525417,35.0,2010-10-05 12:44:00.000000000
12471,525748,336.37,2010-10-07 09:31:00.000000000
12471,526894,994.3,2010-10-13 14:52:00.000000000
12471,532961,1426.65,2010-11-15 12:31:00.000000000
12471,532962,51.0,2010-11-15 12:34:00.000000000
12471,532975,252.0,2010-11-15 13:24:00.000000000
12471,536239,1134.0,2010-11-30 14:30:00.000000000
12471,536240,154.95,2010-11-30 14:33:00.000000000
12471,536241,832.75,2010-11-30 14:35:00.000000000
12472,491738,1240.68,2009-12-14 10:49:00.000000000
12472,497238,719.03,2010-02-08 10:34:00.000000000
12472,498907,287.15000000000003,2010-02-23 14:52:00.000000000
12472,500535,348.62,2010-03-08 14:27:00.000000000
12472,502037,274.45,2010-03-22 13:44:00.000000000
12472,503532,712.44,2010-04-01 13:20:00.000000000
12472,505851,519.47,2010-04-26 12:34:00.000000000
12472,512386,1733.23,2010-06-15 12:14:00.000000000
12472,515347,652.58,2010-07-12 10:26:00.000000000
12472,520076,823.5,2010-08-24 09:44:00.000000000
12472,524610,679.35,2010-09-30 09:28:00.000000000
12472,531506,1191.19,2010-11-08 15:34:00.000000000
12472,537201,1631.3,2010-12-05 14:19:00.000000000
12474,497593,158.7,2010-02-11 09:41:00.000000000
12474,504697,284.59,2010-04-15 17:18:00.000000000
12474,505710,608.55,2010-04-25 12:36:00.000000000
12474,512063,77.68,2010-06-13 11:19:00.000000000
12474,516568,274.12,2010-07-21 12:39:00.000000256
12474,519592,609.43,2010-08-18 14:37:00.000000000
12474,519593,18.0,2010-08-18 14:43:00.000000000
12474,522029,635.37,2010-09-10 12:05:00.000000000
12474,523340,479.23,2010-09-21 15:36:00.000000000
12474,525112,826.48,2010-10-04 11:16:00.000000000
12474,529286,54.0,2010-10-27 12:01:00.000000000
12474,532486,426.2,2010-11-12 11:45:00.000000000
12474,535431,418.58,2010-11-26 12:19:00.000000000
12475,528957,426.26,2010-10-26 08:49:00.000000000
12476,516962,1227.79,2010-07-26 09:04:00.000000000
12476,522424,765.29,2010-09-14 12:58:00.000000256
12476,522425,18.0,2010-09-14 13:05:00.000000000
12476,524323,735.83,2010-09-28 14:41:00.000000000
12476,525824,90.0,2010-10-07 11:46:00.000000000
12476,527776,1245.59,2010-10-19 10:58:00.000000000
12476,527777,131.6,2010-10-19 11:01:00.000000000
12476,527783,198.0,2010-10-19 11:04:00.000000000
12476,530259,1499.48,2010-11-02 11:33:00.000000000
12476,530265,216.0,2010-11-02 11:38:00.000000000
12476,531372,951.82,2010-11-07 15:34:00.000000000
12476,531388,90.0,2010-11-08 09:35:00.000000000
12477,502764,2021.23,2010-03-26 14:01:00.000000000
12477,514369,2464.63,2010-07-02 08:26:00.000000000
12477,530970,2570.77,2010-11-05 09:35:00.000000000
12480,516453,451.9,2010-07-20 13:21:00.000000000
12480,526085,982.4,2010-10-08 12:06:00.000000000
12480,531190,719.1700000000001,2010-11-05 15:08:00.000000000
12481,504146,2851.1,2010-04-11 13:10:00.000000000
12481,504193,306.0,2010-04-12 10:10:00.000000000
12481,522553,1788.95,2010-09-15 11:56:00.000000000
12481,528853,681.88,2010-10-25 10:41:00.000000000
12481,535794,838.86,2010-11-28 14:33:00.000000000
12481,537892,159.38,2010-12-09 10:13:00.000000000
12482,498931,2087.68,2010-02-24 10:24:00.000000000
12482,498936,1087.52,2010-02-24 10:43:00.000000000
12482,498939,1087.52,2010-02-24 10:55:00.000000000
12482,498943,1087.52,2010-02-24 11:03:00.000000000
12482,498945,1087.52,2010-02-24 11:16:00.000000000
12482,503831,1103.8,2010-04-07 16:06:00.000000000
12482,503833,874.84,2010-04-07 16:11:00.000000000
12482,503834,1749.68,2010-04-07 16:13:00.000000000
12482,503835,874.84,2010-04-07 16:16:00.000000000
12482,503836,874.84,2010-04-07 16:17:00.000000000
12482,504871,642.75,2010-04-18 12:33:00.000000000
12482,504872,772.35,2010-04-18 12:36:00.000000000
12482,504874,1503.45,2010-04-18 12:39:00.000000000
12482,504875,753.6500000000001,2010-04-18 12:44:00.000000000
12482,504879,2142.4,2010-04-18 12:49:00.000000000
12482,504927,479.6,2010-04-19 10:59:00.000000000
12482,504929,175.0,2010-04-19 11:01:00.000000000
12482,505227,874.84,2010-04-21 10:33:00.000000000
12482,508078,336.03999999999996,2010-05-12 16:40:00.000000000
12482,508080,768.44,2010-05-12 16:42:00.000000000
12482,508081,206.44,2010-05-12 16:43:00.000000000
12482,508082,1024.8,2010-05-12 16:43:00.000000000
12482,508084,501.03999999999996,2010-05-12 16:45:00.000000000
12482,508086,120.0,2010-05-12 16:47:00.000000000
12482,508087,120.0,2010-05-12 16:48:00.000000000
12482,508088,240.0,2010-05-12 16:50:00.000000000
12482,508089,120.0,2010-05-12 16:50:00.000000000
12482,508090,120.0,2010-05-12 16:51:00.000000000
12483,496326,261.7,2010-01-31 13:28:00.000000000
12483,497496,87.4,2010-02-10 09:07:00.000000000
12483,500884,406.6,2010-03-10 15:03:00.000000000
12483,501403,46.8,2010-03-16 11:29:00.000000000
12483,505669,281.0,2010-04-23 14:45:00.000000000
12483,511549,206.20000000000002,2010-06-09 09:15:00.000000000
12483,522333,417.2,2010-09-14 09:43:00.000000000
12483,524408,75.60000000000001,2010-09-29 09:36:00.000000000
12483,530180,288.1,2010-11-02 10:27:00.000000000
12483,530206,141.60000000000002,2010-11-02 11:17:00.000000000
12483,535433,320.0,2010-11-26 12:35:00.000000000
12484,495947,565.3,2010-01-27 16:41:00.000000000
12484,496095,96.5,2010-01-29 10:15:00.000000000
12484,499470,45.0,2010-02-28 11:55:00.000000000
12484,517351,864.73,2010-07-28 14:43:00.000000000
12484,517904,125.0,2010-08-03 09:31:00.000000000
12484,519171,115.4,2010-08-13 13:45:00.000000000
12485,513789,708.1,2010-06-28 15:22:00.000000000
12486,525167,1037.28,2010-10-04 12:14:00.000000000
12487,491059,285.29999999999995,2009-12-09 11:36:00.000000000
12490,489557,603.94,2009-12-01 12:52:00.000000000
12490,496325,315.26,2010-01-31 13:05:00.000000000
12490,496916,51.0,2010-02-04 15:33:00.000000000
12490,497377,534.26,2010-02-09 11:37:00.000000000
12490,500121,202.35,2010-03-04 14:05:00.000000000
12490,500582,400.2,2010-03-09 09:46:00.000000000
12490,507315,435.15999999999997,2010-05-07 14:56:00.000000000
12490,515948,509.0,2010-07-15 15:51:00.000000000
12490,521426,434.02,2010-09-06 11:21:00.000000000
12490,525073,373.86,2010-10-03 14:52:00.000000000
12490,535476,541.6600000000001,2010-11-26 14:16:00.000000000
12492,530122,452.0,2010-11-01 14:58:00.000000000
12494,508062,329.77,2010-05-12 13:52:00.000000000
12494,528641,216.8,2010-10-24 11:49:00.000000000
12494,537967,57.6,2010-12-09 11:31:00.000000000
12495,500639,323.4,2010-03-09 10:53:00.000000000
12496,502921,52.84,2010-03-29 13:57:00.000000000
12496,502923,1.25,2010-03-29 14:06:00.000000000
12497,500169,1211.76,2010-03-05 09:39:00.000000000
12497,530799,3993.6400000000003,2010-11-04 12:31:00.000000000
12499,510354,393.72,2010-05-28 15:12:00.000000000
12500,496911,292.08,2010-02-04 15:05:00.000000000
12500,496914,90.0,2010-02-04 15:20:00.000000000
12500,496976,122.35,2010-02-05 09:28:00.000000000
12500,499270,220.01000000000002,2010-02-25 16:21:00.000000000
12500,501463,123.60000000000001,2010-03-16 15:19:00.000000000
12500,504125,457.55,2010-04-11 10:44:00.000000000
12500,514692,145.5,2010-07-05 14:47:00.000000000
12500,524851,224.85,2010-09-30 18:45:00.000000000
12503,506839,1126.0,2010-05-04 13:59:00.000000000
12504,505409,134.4,2010-04-22 10:24:00.000000000
12504,527691,162.60000000000002,2010-10-18 15:09:00.000000000
12505,529197,912.5,2010-10-27 09:18:00.000000000
12507,506721,539.25,2010-05-04 09:23:00.000000000
12510,490295,407.88,2009-12-04 13:47:00.000000000
12510,494042,975.11,2010-01-11 11:57:00.000000000
12510,495300,1087.46,2010-01-22 13:39:00.000000256
12510,496618,17.0,2010-02-03 09:15:00.000000000
12510,502633,413.2,2010-03-25 16:19:00.000000000
12510,521496,781.22,2010-09-06 14:27:00.000000000
12511,525764,3065.77,2010-10-07 10:39:00.000000000
12514,500455,580.08,2010-03-08 12:18:00.000000000
12516,505023,689.46,2010-04-19 14:14:00.000000000
12516,525300,647.1,2010-10-05 09:43:00.000000000
12519,519733,354.35,2010-08-20 08:21:00.000000000
12523,490684,74.56,2009-12-07 13:46:00.000000000
12523,497391,367.25,2010-02-09 12:38:00.000000000
12523,497612,131.78,2010-02-11 11:53:00.000000000
12523,501042,255.1,2010-03-12 09:57:00.000000000
12523,507130,501.58,2010-05-06 12:23:00.000000000
12523,510966,244.88,2010-06-04 11:38:00.000000000
12523,515928,212.25,2010-07-15 14:32:00.000000000
12523,516905,132.28,2010-07-25 10:50:00.000000000
12523,524827,266.59000000000003,2010-09-30 16:45:00.000000000
12523,527978,192.63,2010-10-20 10:45:00.000000000
12523,535960,116.83,2010-11-29 12:35:00.000000000
12523,536186,8.5,2010-11-30 12:31:00.000000000
12524,497336,558.9,2010-02-08 14:41:00.000000000
12524,500376,703.1999999999999,2010-03-08 09:57:00.000000000
12524,502393,1020.48,2010-03-24 11:49:00.000000000
12524,518081,1108.8,2010-08-04 14:20:00.000000000
12524,521401,468.0,2010-09-06 10:10:00.000000000
12524,523017,1012.86,2010-09-20 11:21:00.000000000
12524,523018,126.0,2010-09-20 11:22:00.000000000
12524,529084,841.5,2010-10-26 13:15:00.000000000
12524,533078,765.9,2010-11-16 09:08:00.000000000
12525,499777,518.48,2010-03-02 14:01:00.000000000
12525,510451,134.1,2010-06-01 09:42:00.000000000
12525,517539,228.35,2010-07-29 16:08:00.000000000
12527,513795,301.8,2010-06-28 15:37:00.000000000
12527,517819,85.0,2010-08-02 12:23:00.000000000
12529,513941,311.78000000000003,2010-06-29 13:10:00.000000000
12530,500343,357.0,2010-03-07 14:37:00.000000000
12530,505297,300.54,2010-04-21 11:51:00.000000000
12530,519263,509.2,2010-08-16 08:57:00.000000000
12530,522301,466.81,2010-09-13 14:55:00.000000000
12530,528135,432.68,2010-10-20 15:15:00.000000000
12531,495310,1773.83,2010-01-22 14:17:00.000000000
12533,489526,768.12,2009-12-01 11:50:00.000000000
12533,501927,381.87,2010-03-22 10:56:00.000000000
12537,529196,732.94,2010-10-27 08:36:00.000000000
12538,535463,276.5,2010-11-26 13:02:00.000000000
12539,493393,2565.83,2009-12-23 13:00:00.000000000
12539,493395,2583.23,2009-12-23 13:41:00.000000000
12539,522467,497.34000000000003,2010-09-15 09:50:00.000000000
12540,490733,412.6,2009-12-07 16:56:00.000000000
12540,493975,760.24,2010-01-10 11:27:00.000000000
12540,496357,380.04,2010-02-01 10:10:00.000000000
12540,496359,56.0,2010-02-01 10:13:00.000000000
12540,499631,438.8,2010-03-01 13:28:59.999999744
12540,502488,392.94,2010-03-25 09:44:00.000000000
12540,504585,379.62,2010-04-15 09:15:00.000000000
12540,506717,464.4,2010-05-04 08:51:00.000000000
12540,508222,645.35,2010-05-13 15:40:59.999999744
12540,508224,79.58,2010-05-13 15:42:00.000000000
12540,512540,623.64,2010-06-16 12:54:00.000000000
12540,520860,794.08,2010-08-31 13:57:00.000000000
12540,524489,937.54,2010-09-29 12:12:00.000000000
12540,526853,1340.42,2010-10-13 12:48:00.000000000
12540,530650,475.95,2010-11-04 09:05:00.000000000
12540,535396,617.05,2010-11-26 10:43:00.000000000
12542,500734,306.29,2010-03-09 16:26:00.000000000
12542,519004,117.09,2010-08-12 19:12:00.000000000
12543,522943,980.25,2010-09-17 15:51:00.000000000
12547,517236,175.78,2010-07-27 13:55:00.000000000
12549,494110,408.42,2010-01-11 12:29:00.000000000
12549,494113,150.0,2010-01-11 12:30:00.000000000
